e2e	e2e/compras/ciclo-solicitacao-compras.spec.js:346	Ciclo de criação da Solicitação de Compras (formulário clássico) › @destrutivo deve criar e enviar a Solicitação de Compras com todos os campos válidos
e2e	e2e/compras/ciclo-solicitacao-compras.spec.js:567	Ciclo de criação da Solicitação de Compras (formulário clássico) › CT-CMP-02-S4 @destrutivo @bug — o servidor não deve criar a SC quando falta o anexo obrigatório
e2e	e2e/compras/ciclo-solicitacao-compras.spec.js:815	Anexo da Solicitação de Compras chega íntegro ao GED (CT-ACC-09-H) › CT-ACC-09-H @destrutivo — o anexo enviado deveria gerar os dois registros no GED, sob a pasta da solicitação, e ser listado na solicitação
e2e	e2e/compras/fail-open-formulario-sc.spec.js:127	Fail-open do formulário clássico de Solicitação de Compras (CT-CMP-07-S1) › CT-CMP-07-S1 @destrutivo @bug — Enviar não deveria criar solicitação antes de o formulário terminar de montar
e2e	e2e/contratos/ciclo-faturamento.spec.js:41	Faturamento de Contratos — ciclo de medição › CT-FAT-01-H @destrutivo: deve criar uma medição válida a partir de um contrato vigente e roteá-la para a próxima atividade do workflow
e2e	e2e/contratos/delegacao-fiscais-ciclo.spec.js:42	Delegação de Fiscais de Contrato/Serviço — ciclo completo › CT-DEL-01-H @destrutivo @bug: delegar um fiscal substituto para um contrato deve criar a delegação
e2e	e2e/contratos/delegacao-fiscais-ciclo.spec.js:82	Delegação de Fiscais de Contrato/Serviço — ciclo completo › CT-DEL-01-S1 @destrutivo @bug: substituto inválido/sem permissão deve ser bloqueado — não há nenhum controle para selecionar um fiscal substituto
e2e	e2e/documentos/bloqueio-extensoes.spec.js:133	GED — allowlist de extensão, não lista negra do .exe (CT-GED-02-S2) › CT-GED-02-S2 @destrutivo @bug — script de lote (.bat) deveria ser rejeitado
e2e	e2e/documentos/bloqueio-extensoes.spec.js:149	GED — allowlist de extensão, não lista negra do .exe (CT-GED-02-S2) › CT-GED-02-S2 @destrutivo @bug — shell script (.sh) deveria ser rejeitado
e2e	e2e/documentos/bloqueio-extensoes.spec.js:163	GED — allowlist de extensão, não lista negra do .exe (CT-GED-02-S2) › CT-GED-02-S2 @destrutivo @bug — dupla extensão (.pdf.exe) deveria ser rejeitada
e2e	e2e/documentos/bloqueio-extensoes.spec.js:176	GED — allowlist de extensão, não lista negra do .exe (CT-GED-02-S2) › CT-GED-02-S2 @destrutivo @bug — executável renomeado para .pdf deveria ser rejeitado pelo conteúdo
e2e	e2e/documentos/gestao-documentos.spec.js:39	Documentos — upload (CT-GED-02) › CT-GED-02-H upload de documento cria, versiona (v1000) e lista o documento @destrutivo
e2e	e2e/documentos/gestao-documentos.spec.js:66	Documentos — upload (CT-GED-02) › CT-GED-02-S1 upload de extensão bloqueada é rejeitado e nada é gravado @destrutivo @bug
e2e	e2e/documentos/gestao-documentos.spec.js:108	Documentos — aprovação (CT-GED-04) › CT-GED-04-H submeter documento com aprovação e aprovar como responsável @destrutivo
e2e	e2e/documentos/lixeira-documentos.spec.js:43	Documentos — lixeira (CT-GED-05) › CT-GED-05-H excluir documento próprio e restaurar à pasta de origem pela Lixeira @destrutivo
e2e	e2e/documentos/rejeicao-documento.spec.js:139	GED — rejeitar documento pendente de aprovação (CT-GED-04-S1) › CT-GED-04-S1 @destrutivo — o documento rejeitado deveria deixar de existir, e não ir para a Lixeira
e2e	e2e/juridico/sigajuri-consultivo.spec.js:48	SIGAJURI_Consultivo — solicitação, D-JUR-01 › CT-JUR-01-H deveria criar a solicitação de Consultivo e vinculá-la à área informada @destrutivo
e2e	e2e/juridico/sigajuri-consultivo.spec.js:80	SIGAJURI_Consultivo — solicitação, D-JUR-01 › CT-JUR-01-S1 falha de mesma forma em uma área diferente — não é "área sem aprovador", é universal @destrutivo
e2e	e2e/juridico/sigajuri-contencioso.spec.js:113	SIGAJURI_Contencioso — roteamento por área e parte contrária › CT-JUR-04-H / CT-JUR-06-H deveria criar e rotear a solicitação pela UF e Responsável pela Demanda escolhidos, parando no pool certo @destrutivo
e2e	e2e/plataforma/favoritos-contrato-api.spec.js:126	Plataforma — contrato de `addFavorites` (CT-PLT-07-S1) @destrutivo › CT-PLT-07-S1: favoritar o mesmo processo duas vezes deve responder erro de negócio em JSON (ou 200 idempotente), não 500 em texto puro @destrutivo @bug
e2e	e2e/plataforma/favoritos.spec.js:32	Plataforma — favoritar processo e acessar por Favoritos (CT-PLT-05-H) @destrutivo › favoritar um processo deve torná-lo acessível pelo widget "Processos favoritos" da Home
e2e	e2e/portais/alcadas-orcamentaria.spec.js:39	Validação Orçamentária e Alçadas › @destrutivo CT-E2E-03-H — SC própria aprovada na Validação do Gestor para em Validação Orçamentária, sem controle de ação para a conta autenticada
e2e	e2e/portais/alcadas-orcamentaria.spec.js:60	Validação Orçamentária e Alçadas › @destrutivo CT-E2E-03-S1 — a Validação Orçamentária se anuncia como consenso de aprovadores nominais, não como tarefa individual ou de pool
e2e	e2e/portais/alcadas-orcamentaria.spec.js:90	Validação Orçamentária e Alçadas › @destrutivo CT-E2E-04-H — o histórico da SC permanece integralmente rastreável até o ponto em que a alçada bloqueia a conta autenticada
e2e	e2e/portais/atribuicao-comprador.spec.js:83	Gerência de Compras — Atribuir comprador (CT-E2E-05-H) › @destrutivo uma SC própria aprovada na Validação do Gestor para em Validação Orçamentária, sem nunca chegar à fila de Atribuir
e2e	e2e/portais/ciclo-comprador.spec.js:60	Ciclo do Comprador — Validação Inicial (CT-E2E-06-H) › @destrutivo uma SC própria aparece em Validação Inicial e sua Etapa avança de verdade após a aprovação do Gestor
e2e	e2e/portais/ciclo-comprador.spec.js:200	Ciclo do Comprador — retorno ao ERP e Tracker (CT-E2E-10-H, CT-E2E-11-H) › @destrutivo CT-E2E-10-H — a SC própria não gera pedido no Protheus antes de vencer a alçada, e isso fica visível no próprio Histórico
e2e	e2e/portais/ciclo-comprador.spec.js:219	Ciclo do Comprador — retorno ao ERP e Tracker (CT-E2E-10-H, CT-E2E-11-H) › @destrutivo CT-E2E-11-H — o Tracker localiza a SC própria pelo Nº do Processo Fluig e exibe a posição atual e o caminho percorrido
e2e	e2e/saude/questionario-clinicassi.spec.js:106	Questionário CliniCASSI — envio, D-CLI-01 › CT-CLI-01-H / CT-CLI-03-H questionário completo deveria ser aceito, criar o processo e pará-lo em Acompanhamento Status com o solicitante @destrutivo
e2e	e2e/saude/questionario-clinicassi.spec.js:168	Questionário CliniCASSI — envio, D-CLI-01 › CT-CLI-01-S2 questionário incompleto não deveria finalizar/criar o processo @destrutivo
e2e	e2e/tarefas/acoes-da-tarefa.spec.js:184	Ações da tarefa — Somente salvar e Transferir (CT-TSK-07/08) › CT-TSK-07-H @destrutivo — "Somente salvar" deve persistir o rascunho sem movimentar a atividade
e2e	e2e/tarefas/acoes-da-tarefa.spec.js:297	Ações da tarefa — Somente salvar e Transferir (CT-TSK-07/08) › CT-TSK-08-H @destrutivo — transferir deve trocar o responsável mantendo a mesma atividade
e2e	e2e/tarefas/assumir-tarefa-pool.spec.js:34	Central de Tarefas — assumir tarefa do pool (CT-TSK-02-H) @destrutivo › assumir a primeira tarefa disponível de um grupo do pool deve movê-la para "Tarefas a concluir"
e2e	e2e/tarefas/cancelamento-solicitacao.spec.js:130	Cancelamento de solicitação (CT-TSK-05) › CT-TSK-05-H @destrutivo — cancelar pela Central de Tarefas deve levar a solicitação a CANCELED no servidor
e2e	e2e/tarefas/cancelamento-solicitacao.spec.js:245	Cancelamento de solicitação (CT-TSK-05) › CT-TSK-05-S1 @destrutivo — cancelInstances sem motivo deve recusar com erro de negócio, e não alterar a solicitação
